sample,step,block_states,solved
0,24,"[2, 2, 0, 0, 1, 1, 1, 3, 2, 1, 2, 0, 2, 1, 2, 2, 1, 2, 0, 2, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 4, 2, 1, 1, 4, 1, 2, 1, 2, 3]",True
0,25,"[2, 2, 0, 0, 1, 1, 1, 3, 2, 1, 3, 0, 2, 1, 2, 2, 1, 2, 0, 2, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 4, 2, 1, 1, 4, 1, 2, 1, 2, 3]",True
0,26,"[2, 2, 1, 0, 1, 1, 1, 3, 2, 1, 3, 0, 2, 1, 2, 2, 1, 2, 0, 2, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 4, 2, 1, 1, 4, 1, 2, 1, 2, 3]",True
0,27,"[2, 2, 1, 0, 1, 1, 1, 3, 2, 1, 3, 0, 2, 1, 2, 2, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 4, 2, 1, 1, 4, 1, 2, 1, 2, 3]",True
0,28,"[2, 2, 1, 0, 1, 1, 0, 2, 2, 1, 3, 0, 2, 1, 2, 2, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 4, 2, 1, 1, 4, 1, 2, 1, 2, 3]",True
0,29,"[2, 2, 1, 0, 1, 1, 0, 2, 2, 1, 3, 0, 2, 1, 2, 2, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 4, 2, 1, 1, 4, 1, 2, 1, 0, 3]",True
0,30,"[2, 2, 1, 0, 1, 1, 0, 2, 2, 1, 3, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 4, 2, 1, 1, 4, 1, 2, 1, 0, 3]",True
0,31,"[2, 2, 1, 0, 1, 1, 0, 2, 2, 1, 3, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 3, 2, 1, 2, 4, 2, 1, 1, 4, 1, 2, 1, 0, 3]",True
0,32,"[2, 2, 1, 1, 1, 1, 0, 2, 2, 1, 3, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 3, 2, 1, 2, 4, 2, 1, 1, 4, 1, 2, 1, 0, 3]",True
0,33,"[2, 2, 1, 1, 1, 1, 0, 2, 2, 1, 1, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 3, 2, 1, 2, 4, 2, 1, 1, 4, 1, 2, 1, 0, 3]",True
0,34,"[2, 2, 1, 1, 1, 1, 0, 2, 2, 1, 1, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 3, 2, 1, 2, 4, 2, 1, 1, 3, 0, 2, 1, 0, 3]",True
0,35,"[2, 2, 1, 1, 1, 1, 0, 2, 2, 1, 1, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 3, 2, 1, 2, 4, 0, 1, 1, 3, 0, 2, 1, 0, 3]",True
0,36,"[2, 2, 1, 1, 1, 1, 0, 2, 2, 1, 1, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 3, 1, 1, 1, 4, 3, 1, 2, 4, 0, 1, 1, 3, 0, 2, 1, 0, 3]",True
0,37,"[2, 2, 1, 1, 1, 1, 0, 2, 2, 1, 1, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 4, 2, 1, 1, 4, 3, 1, 2, 4, 0, 1, 1, 3, 0, 2, 1, 0, 3]",True
0,38,"[2, 2, 2, 1, 1, 1, 0, 2, 2, 1, 1, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 4, 2, 1, 1, 4, 3, 1, 2, 4, 0, 1, 1, 3, 0, 2, 1, 0, 3]",True
0,39,"[2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 4, 2, 1, 1, 4, 3, 1, 2, 4, 0, 1, 1, 3, 0, 2, 1, 0, 3]",True
0,40,"[2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 2, 3, 1, 2, 0, 0, 1, 1, 4, 2, 1, 1, 4, 3, 1, 2, 4, 0, 1, 1, 3, 0, 2, 1, 0, 2]",True
0,41,"[2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 2, 0, 0, 1, 1, 4, 2, 1, 1, 4, 3, 1, 2, 4, 0, 1, 1, 3, 0, 2, 1, 0, 2]",True
0,42,"[2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 2, 0, 0, 1, 1, 4, 2, 1, 1, 4, 3, 1, 2, 4, 0, 1, 1, 3, 0, 2, 1, 0, 2]",True
0,43,"[2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 2, 0, 0, 1, 1, 4, 2, 1, 1, 4, 3, 1, 2, 4, 0, 1, 1, 2, 1, 2, 1, 0, 2]",True
0,44,"[2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 2, 0, 0, 1, 1, 4, 2, 1, 1, 4, 3, 1, 2, 3, 0, 1, 1, 2, 1, 2, 1, 0, 2]",True
0,45,"[2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 2, 0, 0, 1, 1, 4, 0, 1, 1, 4, 3, 1, 2, 3, 0, 1, 1, 2, 1, 2, 1, 0, 2]",True
0,46,"[2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 2, 0, 0, 1, 1, 4, 0, 1, 1, 4, 1, 1, 2, 3, 0, 1, 1, 2, 1, 2, 1, 0, 2]",True
0,47,"[2, 2, 3, 2, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 2, 0, 0, 1, 1, 4, 0, 1, 1, 4, 1, 1, 2, 3, 0, 1, 1, 2, 1, 2, 1, 0, 2]",True
0,48,"[2, 2, 3, 2, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 2, 0, 0, 1, 1, 4, 0, 1, 1, 4, 1, 1, 2, 3, 0, 1, 1, 2, 3, 2, 1, 0, 2]",True
0,49,"[2, 2, 3, 2, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 2, 0, 0, 1, 1, 4, 0, 1, 1, 4, 1, 1, 2, 3, 0, 1, 1, 2, 3, 2, 1, 1, 2]",True
0,50,"[2, 2, 3, 2, 1, 1, 1, 1, 2, 1, 1, 0, 2, 1, 0, 3, 1, 2, 0, 1, 1, 1, 4, 0, 1, 1, 4, 1, 1, 2, 3, 0, 1, 1, 2, 3, 2, 1, 1, 2]",True
0,51,"[2, 2, 3, 2, 1, 1, 1, 1, 2, 1, 0, 0, 2, 1, 0, 3, 1, 2, 0, 1, 1, 1, 4, 0, 1, 1, 4, 1, 1, 2, 3, 0, 1, 1, 2, 3, 2, 1, 1, 2]",True
0,52,"[2, 2, 3, 2, 1, 1, 1, 1, 2, 1, 0, 0, 2, 1, 0, 3, 1, 2, 0, 1, 1, 1, 4, 0, 1, 1, 4, 1, 1, 2, 2, 0, 1, 1, 2, 3, 2, 1, 1, 2]",True
0,53,"[2, 2, 3, 2, 1, 1, 1, 1, 2, 1, 0, 0, 2, 1, 0, 3, 1, 2, 0, 1, 1, 1, 4, 0, 1, 1, 3, 0, 1, 2, 2, 0, 1, 1, 2, 3, 2, 1, 1, 2]",True
0,54,"[2, 2, 3, 1, 1, 1, 1, 1, 2, 1, 0, 0, 2, 1, 0, 3, 1, 2, 0, 1, 1, 1, 4, 0, 1, 1, 3, 0, 1, 2, 2, 0, 1, 1, 2, 3, 2, 1, 1, 2]",True
1,0,"[2, 2, 2, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 0, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 1, 0, 3, 1, 2, 4, 1]",True
1,1,"[2, 2, 2, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 0, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,2,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 0, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,3,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,4,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 1, 1, 3, 1, 2, 4, 0]",True
1,5,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 1, 1, 1, 1, 0, 3, 2, 1, 1, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 1, 1, 3, 1, 2, 4, 0]",True
1,6,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 1, 1, 1, 1, 0, 3, 2, 1, 0, 2, 1, 2, 2, 0, 1, 1, 0, 0, 2, 1, 1, 3, 1, 2, 4, 0]",True
1,7,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 1, 1, 1, 1, 0, 3, 2, 1, 0, 2, 1, 2, 2, 1, 1, 1, 0, 0, 2, 1, 1, 3, 1, 2, 4, 0]",True
1,8,"[2, 2, 3, 2, 1, 1, 2, 0, 1, 2, 3, 0, 1, 1, 1, 1, 1, 1, 0, 3, 2, 1, 0, 2, 1, 2, 2, 1, 1, 1, 0, 0, 2, 1, 1, 3, 1, 2, 4, 0]",True
1,9,"[2, 2, 3, 2, 1, 1, 2, 0, 1, 2, 3, 0, 1, 1, 1, 0, 1, 1, 0, 3, 2, 1, 0, 2, 1, 2, 2, 1, 1, 1, 0, 0, 2, 1, 1, 3, 1, 2, 4, 0]",True
1,10,"[2, 2, 3, 2, 1, 1, 2, 0, 1, 2, 3, 0, 1, 1, 1, 0, 1, 1, 0, 3, 2, 1, 0, 1, 1, 2, 2, 1, 1, 1, 0, 0, 2, 1, 1, 3, 1, 2, 4, 0]",True
1,11,"[2, 2, 3, 2, 1, 1, 2, 0, 1, 2, 3, 0, 1, 1, 1, 0, 1, 1, 1, 2, 2, 1, 0, 1, 1, 2, 2, 1, 1, 1, 0, 0, 2, 1, 1, 3, 1, 2, 4, 0]",True
1,12,"[2, 2, 3, 2, 1, 1, 2, 0, 1, 2, 3, 0, 1, 1, 1, 0, 1, 1, 1, 2, 2, 1, 0, 1, 1, 2, 2, 1, 1, 1, 0, 0, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,13,"[2, 2, 3, 2, 1, 1, 2, 0, 1, 2, 3, 0, 1, 1, 1, 0, 1, 1, 1, 2, 2, 1, 0, 1, 1, 2, 2, 2, 1, 1, 0, 0, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,14,"[2, 2, 3, 2, 1, 1, 2, 0, 1, 2, 3, 0, 1, 1, 1, 0, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 0, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,15,"[2, 2, 3, 2, 1, 1, 2, 0, 1, 2, 3, 0, 1, 1, 1, 0, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,16,"[2, 2, 3, 2, 1, 1, 2, 0, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,17,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,18,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 1, 2, 2, 1, 0, 1, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,19,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 1, 2, 2, 1, 0, 1, 1, 2, 2, 0, 1, 1, 0, 2, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,20,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 2, 3, 2, 1, 0, 1, 1, 2, 2, 0, 1, 1, 0, 2, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,21,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 2, 3, 2, 1, 0, 1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 1, 0, 3, 1, 2, 4, 0]",True
1,22,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 2, 3, 2, 1, 0, 1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 1, 0, 2, 1, 2, 4, 0]",True
1,23,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 0, 3, 2, 1, 0, 1, 1, 2, 2, 0, 1, 1, 2, 2, 2, 1, 0, 2, 1, 2, 4, 0]",True
1,24,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 0, 3, 2, 1, 0, 1, 1, 2, 2, 0, 1, 1, 1, 3, 2, 1, 0, 2, 1, 2, 4, 0]",True
1,25,"[2, 2, 3, 2, 1, 1, 1, 0, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 0, 3, 2, 1, 0, 1, 1, 2, 2, 2, 1, 1, 1, 3, 2, 1, 0, 2, 1, 2, 4, 0]",True
1,26,"[2, 2, 3, 2, 1, 1, 2, 1, 1, 2, 3, 0, 1, 1, 0, 0, 1, 1, 0, 3, 2, 1, 0, 1, 1, 2, 2, 2, 1, 1, 1, 3, 2, 1, 0, 2, 1, 2, 4, 0]",True
1,27,"[2, 2, 3, 2, 1, 1, 2, 1, 1, 2, 3, 0, 1, 1, 2, 0, 1, 1, 0, 3, 2, 1, 0, 1, 1, 2, 2, 2, 1, 1, 1, 3, 2, 1, 0, 2, 1, 2, 4, 0]",True
1,28,"[2, 2, 3, 2, 1, 1, 2, 1, 1, 2, 3, 0, 1, 1, 2, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 2, 2, 1, 1, 1, 3, 2, 1, 0, 2, 1, 2, 4, 0]",True
1,29,"[2, 2, 3, 2, 1, 1, 2, 1, 1, 2, 3, 0, 1, 1, 2, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 2, 2, 1, 1, 1, 3, 2, 1, 0, 1, 1, 2, 4, 0]",True
1,30,"[2, 2, 3, 2, 1, 1, 2, 1, 1, 2, 3, 0, 1, 1, 2, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 2, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 4, 0]",True
1,31,"[2, 2, 3, 2, 1, 1, 2, 1, 1, 2, 3, 0, 1, 1, 2, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 4, 0]",True
1,32,"[2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 3, 0, 1, 1, 2, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 4, 0]",True
1,33,"[2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 3, 0, 1, 1, 2, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 4, 2]",True
1,34,"[2, 2, 2, 2, 1, 1, 2, 1, 1, 2, 4, 0, 1, 1, 2, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 4, 2]",True
1,35,"[2, 2, 2, 2, 1, 1, 3, 1, 1, 2, 4, 0, 1, 1, 2, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 4, 2]",True
1,36,"[2, 2, 2, 2, 1, 1, 3, 1, 1, 2, 4, 0, 1, 1, 3, 0, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 4, 2]",True
1,37,"[2, 2, 2, 2, 1, 1, 3, 1, 1, 2, 4, 0, 1, 1, 3, 0, 1, 1, 0, 3, 2, 1, 1, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 0, 1, 1, 2, 4, 2]",True
1,38,"[2, 2, 2, 2, 1, 1, 3, 1, 1, 2, 4, 0, 1, 1, 3, 0, 1, 1, 0, 3, 2, 1, 1, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 1, 1, 1, 2, 4, 2]",True
1,39,"[2, 2, 2, 2, 1, 1, 3, 1, 1, 2, 4, 0, 1, 1, 3, 0, 1, 1, 0, 3, 2, 1, 1, 0, 1, 2, 1, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 2]",True
1,40,"[2, 2, 2, 2, 1, 1, 3, 1, 1, 2, 4, 0, 1, 1, 3, 0, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 1, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 2]",True
1,41,"[2, 2, 2, 2, 1, 1, 3, 1, 1, 2, 4, 0, 1, 1, 3, 0, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 2]",True
1,42,"[2, 2, 1, 2, 1, 1, 3, 1, 1, 2, 4, 0, 1, 1, 3, 0, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 2]",True
1,43,"[2, 2, 1, 2, 1, 1, 3, 3, 1, 2, 4, 0, 1, 1, 3, 0, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 2]",True
1,44,"[2, 2, 1, 2, 1, 1, 3, 3, 1, 2, 4, 0, 1, 1, 3, 2, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 2]",True
1,45,"[2, 2, 1, 2, 1, 1, 3, 3, 1, 2, 3, 0, 1, 1, 3, 2, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 2]",True
1,46,"[2, 2, 1, 2, 1, 1, 3, 3, 1, 2, 3, 0, 1, 1, 3, 2, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 0]",True
1,47,"[2, 2, 1, 2, 1, 1, 4, 3, 1, 2, 3, 0, 1, 1, 3, 2, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 0]",True
1,48,"[2, 2, 1, 2, 1, 1, 4, 3, 1, 2, 3, 0, 1, 1, 4, 2, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 0]",True
1,49,"[2, 2, 2, 2, 1, 1, 4, 3, 1, 2, 3, 0, 1, 1, 4, 2, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 0]",True
1,50,"[2, 2, 2, 2, 1, 1, 4, 3, 1, 2, 3, 0, 1, 1, 4, 2, 1, 1, 0, 1, 2, 1, 1, 0, 1, 2, 1, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 0]",True
1,51,"[2, 2, 2, 2, 1, 1, 4, 3, 1, 2, 3, 0, 1, 1, 4, 2, 1, 1, 0, 3, 2, 1, 1, 0, 1, 2, 1, 2, 1, 1, 0, 0, 2, 1, 1, 1, 1, 2, 4, 0]",True
1,52,"[2, 2, 2, 2, 1, 1, 4, 3, 1, 2, 3, 0, 1, 1, 4, 2, 1, 1, 0, 3, 2, 1, 1, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 1, 1, 1, 2, 4, 0]",True
1,53,"[2, 2, 2, 2, 1, 1, 4, 3, 1, 2, 3, 0, 1, 1, 4, 2, 1, 1, 0, 3, 2, 1, 0, 0, 1, 2, 1, 2, 1, 1, 0, 2, 2, 1, 1, 1, 1, 2, 4, 0]",True
